ref_area.label,indicator.label,source.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Hungary,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2012,36.3,,,Repository: Eurostat special tabulation
Hungary,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2013,38.3,,,Repository: Eurostat special tabulation
Hungary,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2014,37.6,,,Repository: Eurostat special tabulation
Hungary,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2015,39.1,,,Repository: Eurostat special tabulation
Hungary,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2016,37.7,,,Repository: Eurostat special tabulation
Hungary,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2017,37.6,,,Repository: Eurostat special tabulation
Hungary,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2018,37.1,,,Repository: Eurostat special tabulation
Hungary,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2019,35.9,,,Repository: Eurostat special tabulation
Hungary,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2020,36.8,,,Repository: Eurostat special tabulation
Indonesia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - National Labour Force Survey,1994,16.2,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - National Labour Force Survey,2007,15.8,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - National Labour Force Survey,2008,16.4,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Indonesia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - National Labour Force Survey,2009,18.1,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - National Labour Force Survey,2010,19.4,,,Repository: ILO-STATISTICS - Micro data processing
India,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Periodic Labour Force Survey,2018,13.7,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Periodic Labour Force Survey,2019,14.8,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Periodic Labour Force Survey,2020,17.7,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - National Sample Survey,2010,12.3,,,Repository: ILO-STATISTICS - Micro data processing
India,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - National Sample Survey,2012,13,,,Repository: ILO-STATISTICS - Micro data processing
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2000,33.7,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2001,38.3,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2002,38.7,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2003,40.8,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2004,39.7,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2005,43.6,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2006,41.4,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2007,40.3,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2008,42.2,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2009,40.1,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2010,39.8,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2011,30.6,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2012,29.9,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2013,29.9,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2014,31,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2015,29.9,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2016,31.9,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2017,31,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2018,32.2,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2019,30.4,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2020,32.4,,,Repository: Eurostat special tabulation
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2005,6.9,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2006,7.3,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2007,4.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2008,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2009,1.9,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2010,7.4,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2011,7.1,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2012,1.2,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2013,3.6,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2014,4.5,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2015,11.2,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2016,11.7,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2017,20.5,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2018,21.7,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2019,19.8,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2020,18.7,,,Repository: ILO-STATISTICS - Micro data processing
Iraq,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Household Socio-Economic Survey,2007,13.6,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Iraq,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Household Socio-Economic Survey,2012,22.7,,,Repository: ILO-STATISTICS - Micro data processing
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2000,30.4,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2001,30.2,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2002,32.3,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2003,40,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2004,38.1,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2005,30,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2006,34,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2007,33.1,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2008,37,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2009,38.4,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2010,37.1,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2011,39.1,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2012,38.2,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2013,37.9,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2014,38.2,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2015,39.5,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2016,34.8,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2017,33,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2018,43,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2019,44,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2020,38.6,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Israel,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2012,31.7,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2013,32.5,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2014,32.4,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2015,31.9,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2016,34.3,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2017,34.8,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2000,14.3,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2001,18.8,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2002,20.2,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2003,20.8,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2004,18.8,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2005,19.7,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2006,21.8,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2007,22,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2008,21.6,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2009,21.6,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2010,21.2,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2011,21.6,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2012,22.2,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2013,22,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2014,21.9,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2015,21.8,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2016,22,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2017,22.4,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2018,23.2,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2019,23.3,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2020,23,,,Repository: Eurostat special tabulation
Jamaica,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2008,61.4,,,Repository: ILO-STATISTICS - Micro data processing
Jamaica,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2009,61.5,,,Repository: ILO-STATISTICS - Micro data processing
Jamaica,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2010,63.3,,,Repository: ILO-STATISTICS - Micro data processing
Jamaica,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2011,60.3,,,Repository: ILO-STATISTICS - Micro data processing
Jamaica,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2012,62.5,,,Repository: ILO-STATISTICS - Micro data processing
Jamaica,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2013,64,,,Repository: ILO-STATISTICS - Micro data processing
Jamaica,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2014,63.9,,,Repository: ILO-STATISTICS - Micro data processing
Jordan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Employment and Unemployment Survey,2017,63.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Jordan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Employment and Unemployment Survey,2018,58.2,,,Repository: ILO-STATISTICS - Micro data processing
Jordan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Employment and Unemployment Survey,2019,62,,,Repository: ILO-STATISTICS - Micro data processing
Jordan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Employment and Unemployment Survey,2020,60.2,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2000,9.4,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2001,9.2,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2002,9.7,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2003,9.5,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2004,9.5,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2005,9.9,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2006,10.2,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2007,9.5,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2008,9.5,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2009,10.2,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2010,10.4,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2011,11.7,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2012,11.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2013,10.9,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2014,11.4,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2015,12,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2016,13.3,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2017,12.8,,,Repository: ILO-STATISTICS - Micro data processing
Kenya,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,1999,13.2,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Kenya,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Household Budget Survey,2019,49.6,,,Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Employment and Unemployment Survey,2018,37.8,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Employment and Unemployment Survey,2019,40.9,,,Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Employment and Unemployment Survey,2020,42.5,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2000,15.4,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2001,10.6,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2012,16.7,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2019,29.2,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Household Socio-Economic Survey,2007,27.7,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Household Socio-Economic Survey,2008,18.7,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Household Socio-Economic Survey,2009,17.5,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Household Socio-Economic Survey,2010,12.8,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Household Socio-Economic Survey,2011,14.6,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Household Socio-Economic Survey,2013,22.5,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Household Socio-Economic Survey,2014,15.9,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Household Socio-Economic Survey,2015,25.1,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Household Socio-Economic Survey,2016,33.1,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Household Socio-Economic Survey,2017,20.2,,,Repository: ILO-STATISTICS - Micro data processing
Kiribati,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),PC - Population Census,2015,37.2,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2012,15.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2013,17,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2014,16.1,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2015,14.8,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2016,14,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2017,14.9,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2018,17.4,,,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2019,14.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Kosovo,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2020,17.4,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Lao People's Democratic Republic,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2017,23.4,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Lebanon,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2019,28.9,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
