ref_area.label,indicator.label,source.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2009,39.5,,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2010,39.1,,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2011,33.8,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2012,33.2,,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013,33.3,,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014,33.7,,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015,34.6,,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016,36.2,,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017,36.2,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018,36,,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019,35.3,,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020,36.3,,,,Repository: Eurostat special tabulation
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021,38,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2005,47.3,,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2006,50.2,,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2007,47.2,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2008,13.2,,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2009,11.8,,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2010,14.6,,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2011,14,,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2012,17.1,,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013,15.2,,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014,18.2,,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015,16.4,,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016,17.3,,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017,19.1,,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018,20.5,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019,18.9,,,,Repository: ILO-STATISTICS - Micro data processing
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020,18,,,,Repository: ILO-STATISTICS - Micro data processing
Iraq,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Socio-Economic Survey,2007,11.8,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Iraq,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Socio-Economic Survey,2012,21.8,,,,Repository: ILO-STATISTICS - Micro data processing
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2000,29,,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2001,28.9,,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2002,29.4,,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2003,37,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2004,33.6,,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2005,27.4,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2006,29.4,,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2007,29.7,,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2008,32.9,,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2009,33.6,,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2010,34.3,,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2011,39.8,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2012,39.9,,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013,37.6,,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014,37.2,,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015,38.2,,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016,34.2,,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017,32.4,,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018,41.5,,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019,41.9,,,,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020,38.6,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021,37.6,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2000,27.2,,,,Population coverage: Excluding armed forces and/or conscripts
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2001,27.1,,,,Population coverage: Excluding armed forces and/or conscripts
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2002,26.9,,,,Population coverage: Excluding armed forces and/or conscripts
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2003,29.6,,,,Population coverage: Excluding armed forces and/or conscripts
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2004,28.7,,,,Population coverage: Excluding armed forces and/or conscripts
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2005,27.6,,,,Population coverage: Excluding armed forces and/or conscripts
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2006,30.1,,,,Population coverage: Excluding armed forces and/or conscripts
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2007,29.7,,,,Population coverage: Excluding armed forces and/or conscripts
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2008,32.1,,,,Population coverage: Excluding armed forces and/or conscripts
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2009,31.2,,,,
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2010,34.7,,,,
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2011,35.5,,,,
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2012,32.2,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013,32.8,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014,32.9,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015,32.3,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016,34.2,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017,34.6,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2000,14.3,,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2001,18.8,,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2002,20.2,,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2003,20.8,,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2004,33.3,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2005,32.5,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2006,33,,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2007,33.7,,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2008,33.4,,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2009,33.8,,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2010,32.8,,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2011,25.1,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2012,26,,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013,27,,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014,26.6,,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015,26.6,,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016,27.7,,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017,27.5,,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018,27,,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019,27.8,,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020,27.3,,,,Repository: Eurostat special tabulation
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021,28.6,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Jamaica,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2008,61.4,,,,Repository: ILO-STATISTICS - Micro data processing
Jamaica,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2009,61.5,,,,Repository: ILO-STATISTICS - Micro data processing
Jamaica,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2010,63.3,,,,Repository: ILO-STATISTICS - Micro data processing
Jamaica,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2011,60.3,,,,Repository: ILO-STATISTICS - Micro data processing
Jamaica,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2012,62.5,,,,Repository: ILO-STATISTICS - Micro data processing
Jamaica,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013,64,,,,Repository: ILO-STATISTICS - Micro data processing
Jamaica,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014,63.9,,,,Repository: ILO-STATISTICS - Micro data processing
Jamaica,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017,56.7,,,,Employment definition: Excluding own-use production workers | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Jersey,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Jersey Census,2001,29.5,,,,Age coverage - minimum age: 16 years old
Jordan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2017,63.3,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Jordan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2018,58.6,,,,Repository: ILO-STATISTICS - Micro data processing
Jordan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2019,62,,,,Repository: ILO-STATISTICS - Micro data processing
Jordan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2020,60.3,,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2000,9.4,,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2001,9.2,,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2002,9.7,,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2003,9.5,,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2004,9.5,,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2005,9.9,,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2006,10.2,,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2007,9.5,,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2008,9.5,,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2009,10.2,,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2010,10.4,,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2011,11.7,,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2012,11.3,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013,10.9,,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014,11.4,,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015,12,,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016,13.3,,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017,12.8,,,,Repository: ILO-STATISTICS - Micro data processing
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020,13.3,,,,Employment definition: Excluding own-use production workers
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2001,33,,,,Population coverage: Excluding armed forces and/or conscripts
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2002,33.8,,,,Population coverage: Excluding armed forces and/or conscripts
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2003,34.2,,,,Population coverage: Excluding armed forces and/or conscripts
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2004,38,,,,Population coverage: Excluding armed forces and/or conscripts
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2005,35.6,,,,Population coverage: Excluding armed forces and/or conscripts
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2006,35.8,,,,Population coverage: Excluding armed forces and/or conscripts
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2007,36.8,,,,Population coverage: Excluding armed forces and/or conscripts
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2008,38.4,,,,Population coverage: Excluding armed forces and/or conscripts
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2009,38.8,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2010,37.2,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2011,38.5,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2012,39.7,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2013,38.3,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2015,37.1,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2017,37,,,,Employment definition: Excluding own-use production workers | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2020,41.1,,,,Employment definition: Excluding own-use production workers
Kenya,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,1999,12.4,,,,Repository: ILO-STATISTICS - Micro data processing
Kenya,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Budget Survey,2005,24.8,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Kenya,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Budget Survey,2006,24.8,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Kenya,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Budget Survey,2019,49.6,,,,Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2002,27.7,,,,Data reference period: November
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2003,25.7,,,,Data reference period: November
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2004,25.2,,,,Data reference period: November
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2005,30.1,,,,Data reference period: November
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2006,35.2,,,,Data reference period: November
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2009,30.6,,,,
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2010,32.4,,,,
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2011,29.1,,,,
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2012,32.3,,,,
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2013,27.5,,,,
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2014,33.4,,,,
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2015,35.6,,,,
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2016,34.9,,,,
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2017,36.2,,,,Employment definition: Excluding own-use production workers
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2018,37.8,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2019,40.9,,,,Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2020,47.4,,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2000,12.6,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2001,13.8,,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2012,30.9,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019,31,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Socio-Economic Survey,2007,27.7,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Socio-Economic Survey,2008,18.7,,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Socio-Economic Survey,2009,18.4,,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Socio-Economic Survey,2010,18,,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Socio-Economic Survey,2011,19.4,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Socio-Economic Survey,2013,28.5,,,,Repository: ILO-STATISTICS - Micro data processing
